Page Name,Tags,Child,Parent,Column,Last edited by,Problems
"Adding H and OH ,  Acid Catalyzed Hydration [Markonikov, oos]",,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Addition%20Reactions%206f3a3b595e1b4a359a0a404ce66a6f57.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/All%20Chemistry%20Reactions%201c307f824988410b82697364614e9b6a.md","Nov 23, 2020 2:42 PM",Soutrik das,
Removing OH and H : Acid Catalyzed DeHydration [zaitsev],,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/E_1%20v%20s%20E_2%20Elimination%20Reaction%20978a2721ce7147dca0d2cfc66a7114a6.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/All%20Chemistry%20Reactions%201c307f824988410b82697364614e9b6a.md","Oct 10, 2020 7:00 PM",Soutrik das,
"Adding H and OH [atni-markonikov, syn]",chemistry,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Borane%20BH_3%20c67e9a17d9e348a4bbff7fa6b8ff8b89.md,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Addition%20Reactions%206f3a3b595e1b4a359a0a404ce66a6f57.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/All%20Chemistry%20Reactions%201c307f824988410b82697364614e9b6a.md","Oct 10, 2020 7:00 PM",Soutrik das,
Borane $BH_3$,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/THF%20Tetrahydrofuran%20c8917210d23d4c4ab1fec2f04e13b42e.md,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Adding%20H%20and%20OH%20%5Batni-markonikov,%20syn%5D%20642356c60c614d329b21d774db9d0f8c.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Chemical%20Compound%2073ead57f00364137853977cef7dd704f.md","Oct 9, 2020 9:56 PM",Soutrik das,
THF Tetrahydrofuran,,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Borane%20BH_3%20c67e9a17d9e348a4bbff7fa6b8ff8b89.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Chemical%20Compound%2073ead57f00364137853977cef7dd704f.md","Oct 9, 2020 9:54 PM",Soutrik das,
Synthesis / Conversion Techniques,chemistry,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Tosylates%205564a7748d1a49c4a2761bb616772ba3.md,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Addition%20Reactions%206f3a3b595e1b4a359a0a404ce66a6f57.md,"Sep 10, 2020 12:33 PM",Soutrik das,
Bulky Base,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/LDA%20Lithium%20Di-Isopropyl%20Amide%2044f4b40077914a91ab3ae4ddd780ea64.md,,"Sep 10, 2020 9:33 AM",Soutrik das,
"LDA Lithium Di-Isopropyl Amide ",,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/E_1%20v%20s%20E_2%20Elimination%20Reaction%20978a2721ce7147dca0d2cfc66a7114a6.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Bulky%20Base%205c1a5627ec514d12b4a744c4b5650a95.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Chemical%20Compound%2073ead57f00364137853977cef7dd704f.md","Oct 9, 2020 9:54 PM",Soutrik das,
t-Butoxide : Tertiary Butoxide,,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/E_1%20v%20s%20E_2%20Elimination%20Reaction%20978a2721ce7147dca0d2cfc66a7114a6.md,"Sep 10, 2020 9:34 AM",Soutrik das,
Tosylates,,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Synthesis%20Conversion%20Techniques%207648e51e5d744b8887d5e8ddcc3c1274.md,"Sep 10, 2020 10:19 AM",Soutrik das,
"All Chemistry Reactions ",chemistry,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Removing%20=O%2062983174fc1e4db4b2bf01241575e956.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Oxymercuration%20Reaction%20(%20Adding%20H%20and%20OH%20in%20a%20dif%200e56f53b015a4ae8aaeb9583f3df203f.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Adding%20Br%20and%20Br%20%5Birr,anti%5D%2066f98741cd904714bee84e17d5d2ebbc.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Adding%20H%20and%20OH%20%5Batni-markonikov,%20syn%5D%20642356c60c614d329b21d774db9d0f8c.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Adding%20H%20and%20OH%20,%20Acid%20Catalyzed%20Hydration%20%5BMarkon%2055ac132ae66e46bbb533165e1257bcf8.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Adding%20H%20and%20Br%20,%20%5BAnti-Markonikov,oos%5D%20240917816be04ae6a158cc542aa24cca.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Adding%20H%20and%20X%20%5BMarkonikov,oos%5D%20faa09357d9ea49549a80b8715da440f9.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Adding%20Hydrogen%20Hydrogenation%20%5Birr,syn%5D%2085c08d3142734539b0200f3295479f80.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Removing%20OH%20and%20H%20Acid%20Catalyzed%20DeHydration%20%5Bzait%20df170e3acf564a559bccd42ed13cdf6c.md",,"Sep 10, 2020 3:12 PM",Soutrik das,
"Adding Br and Br [irr,anti]",,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Addition%20Reactions%206f3a3b595e1b4a359a0a404ce66a6f57.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/All%20Chemistry%20Reactions%201c307f824988410b82697364614e9b6a.md","Oct 10, 2020 7:00 PM",Soutrik das,
"Capacitance ",physics,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/In%20the%20circuit%20shown,%20initially%20there%20is%20no%20charge%208e5f10ffb6b346daa9f3f9e216ba0a67.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Redistributing%20Charges%20Grounding%20(%20Connecting%20char%20629b314ecb0341b380fa2ecb23d86d71.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Charging%20Discharging%20Capacitor%20Inductor%20(%20RC%20and%20L%20002e3621f4cd4ab3b63fc4e02e6661cb.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Two%20uncharged%20identical%20Capacitors%20A%20and%20B%20,%20each%20%209b1d619e7a424dbb9cbfc826d9049eed.md","Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Electric%20Potential%206271e75f33a14a86a800bca3330eebb2.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Dielectric%20224a5f771d714fb78f404df0bcf63c22.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Paralell%20conducting%20plates%201f63b4b8c449472b98565622c9ec6843.md","Sep 26, 2020 12:02 PM",Soutrik das,
"Redistributing Charges Grounding ( Connecting charged spheres with more charged Spheres ) ",physics,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Paralell%20conducting%20plates%201f63b4b8c449472b98565622c9ec6843.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Capacitance%20caeded92469e47e098a21d1ef36e2d0c.md","Sep 23, 2020 8:37 PM",Soutrik das,
"A Population increases with 2% rate every year , at the end of n years the final population was 40% more than the initial population , what is the value of $n$?",,,,"Sep 11, 2020 6:00 PM",Soutrik das,
Self Potential ( of a Hollow Sphere ),,,,"Sep 11, 2020 8:21 PM",Soutrik das,
Batteries ( Series / Parallel Combination ),,,,"Sep 11, 2020 8:23 PM",Soutrik das,
"A projectile of mass 2 kg has velocities $3 m /s$ and $4m/s$ at two points during its flight in the uniform gravitational field of Earth. If these velocities are perpendicular to each other then the minimum kinetic energy of the particle during its flight is ?  ","doubt, doubt cleared, physics, question",,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Projectile%20Motion%20a89acea531e94b45b8fb0e53100eea95.md,"Oct 9, 2020 9:40 PM",Soutrik das,
"Projectile Motion ",physics,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/A%20projectile%20of%20mass%202%20kg%20has%20velocities%203%20m%20s%20and%20ab26483a0bf1412c9693a7ad29082ff8.md,,"Sep 12, 2020 9:11 AM",Soutrik das,
A rocket is fired vertically from the surface of the earth with a speed v. How far from the earth does the rocket go before returning to the Earth? ( where $R_E$ is the radius of earth is $g$ is accel due to gravity ),"doubt, doubt cleared, physics, question",,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Gravitation%205b41f84923104a61a648375dc734154d.md,"Oct 9, 2020 9:40 PM",Soutrik das,
Gravitation,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/A%20rocket%20is%20fired%20vertically%20from%20the%20surface%20of%20t%20ee841ec2d9ef4c4cabbea9fe9e7a4ae0.md,,"Sep 12, 2020 11:44 AM",Soutrik das,
Question Type,,,,"Sep 13, 2020 10:08 PM",Soutrik das,
Algorithm,,,,"Oct 3, 2020 10:55 AM",Soutrik das,
"Print all Combination of $r$ itemrs in a list of $n$ items ",,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Algorithm%209cd60dea97f742dba4e01aa71877da77.md,"Oct 3, 2020 11:00 AM",Soutrik das,
"Setting up a Virtual Machine ",,,,"Oct 4, 2020 5:43 PM",Soutrik das,
Web Dev Basics (HTML CSS JS),,,,"Oct 4, 2020 6:46 PM",Soutrik das,
"Embed Codepens ",,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Technology%204de1a6b8321042ff8745fedc23514a99.md,"Oct 4, 2020 8:14 PM",Soutrik das,
AHK,,,,"Oct 5, 2020 9:06 AM",Soutrik das,
Pyautogui,,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Libraries%20Frameworks%203ca2a70d57044c5f9f825e715002487c.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Python%20py%2037f8f5b26a314016a6c73e8e8340af98.md","Oct 9, 2020 9:32 PM",Soutrik das,
College Branch Selection,,,,"Oct 6, 2020 6:00 PM",Soutrik das,
ALL Chapters,,,,"Oct 6, 2020 8:38 PM",Soutrik das,
"BASH Scripting ",,,,"Oct 10, 2020 11:52 AM",Soutrik das,
Pandas,,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Libraries%20Frameworks%203ca2a70d57044c5f9f825e715002487c.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Python%20py%2037f8f5b26a314016a6c73e8e8340af98.md","Oct 9, 2020 9:32 PM",Soutrik das,
"Thomas Calculus ",book,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Books%20c09fa9d40bfa499ba9545c5017dd2010.md,"Oct 9, 2020 9:26 PM",Soutrik das,
JEE Advance 2020,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/A%20football%20of%20radius%20R%20is%20kept%20on%20a%20hole%20of%20radius%20832167877b88469fa4f7c5e06ee02e42.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/A%20light%20disc%20made%20of%20aluminium%20(a%20nonmagnetic%20mate%205368ec9bdccd409da97110b2aec9fa23.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Untitled%20aab7832a2fa3483a835aa4af85172d7c.md",Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Question%20Papers%20e41e44befa374fa5bb921baeb9700a13.md,"Oct 9, 2020 9:47 PM",Soutrik das,
A football of radius R is kept on a hole of radius r (𝑟 < 𝑅) made on a plank kept horizontally. Oneend of the plank is now lifted so that it gets tilted making an angle 𝜃 from the horizontal as shown inthe figure below. The maximum value of 𝜃 so that the football does not start rolling down the planksatisfies (figure is schematic and not drawn to scale),,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/JEE%20Advance%202020%2079ed257374724a619c68f54cbd30dfd9.md,"Oct 8, 2020 8:22 PM",Soutrik das,
"A light disc made of aluminium (a nonmagnetic material) is kept horizontally and is free to rotateabout its axis as shown in the figure. A strong magnet is held vertically at a point above the disc awayfrom its axis. On revolving the magnet about the axis of the disc, the disc will (figure is schematicand not drawn to scale)",,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/JEE%20Advance%202020%2079ed257374724a619c68f54cbd30dfd9.md,"Oct 8, 2020 8:37 PM",Soutrik das,
,,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/JEE%20Advance%202020%2079ed257374724a619c68f54cbd30dfd9.md,"Oct 8, 2020 8:31 PM",Soutrik das,
C++,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Pointers%20C++%20bbe25d6d727344fb89accf91b6ff5994.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Antti%20Larson%20-%20Guide%20to%20Competitive%20Programming%20C+%20c2e24064f07a426291ab856eb41c3e45.md",Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Programming%20Language%20670bb2364416452e9e1bd7e21dd306de.md,"Oct 13, 2020 9:47 PM",Soutrik das,
Thermodynamics,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Thermodynamic%20v%20s%20Kinematic%20Control%20(Reaction%20Coor%2015b67a7d127a4721a0367c8aa6fe1219.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Reaction%20Coordinate%201e6630e802fa4f2990c7779384be6529.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Hammond's%20Postulate%20af25b91f7adb4392bbf7f457fba353dc.md",,"Oct 9, 2020 8:39 PM",Soutrik das,
Chemical Kinetics,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Thermodynamic%20v%20s%20Kinematic%20Control%20(Reaction%20Coor%2015b67a7d127a4721a0367c8aa6fe1219.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Reaction%20Coordinate%201e6630e802fa4f2990c7779384be6529.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Hammond's%20Postulate%20af25b91f7adb4392bbf7f457fba353dc.md",,"Oct 9, 2020 8:39 PM",Soutrik das,
JavaScript (js),,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Gatsby%20js%204075d121dc8c4efc8074cf5678a5048d.md,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Programming%20Language%20670bb2364416452e9e1bd7e21dd306de.md,"Oct 9, 2020 9:06 PM",Soutrik das,
Pending Review Page ( Page Tag ),,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Technology%204de1a6b8321042ff8745fedc23514a99.md,,"Oct 9, 2020 9:14 PM",Soutrik das,
Magnetism,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Magnetic%20North%20Pole%20v%20s%20Geomagnetic%20North%20Pole%2017c20d437f6e4b729362c98b132c74fb.md,,"Oct 14, 2020 11:41 AM",Soutrik das,
Katex Useful Commands,,,,"Oct 10, 2020 12:04 PM",Soutrik das,
Gnome,,,,"Oct 10, 2020 12:13 PM",Soutrik das,
Recordable,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/A%20cylindrical%20capillary%20tube%20of%200%202%20mm%20radius%20is%20m%202b54ce7ef00a455592040d1fec07c0a7.md,,"Oct 10, 2020 7:05 PM",Soutrik das,
Simple Table View Link,,,,"Oct 10, 2020 7:14 PM",Soutrik das,
Chemical Compound,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/LDA%20Lithium%20Di-Isopropyl%20Amide%2044f4b40077914a91ab3ae4ddd780ea64.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/THF%20Tetrahydrofuran%20c8917210d23d4c4ab1fec2f04e13b42e.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Borane%20BH_3%20c67e9a17d9e348a4bbff7fa6b8ff8b89.md",,"Oct 10, 2020 7:15 PM",Soutrik das,
Question Papers,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/JEE%20Advance%202020%2079ed257374724a619c68f54cbd30dfd9.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/JEE%20ADV%202019%20paper%202%20ab6400f90e554732a2cdd8bc08abbeef.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/JEE%20ADV%202018%20Paper%202%206a533b43b70745109e4a55fab37f84cb.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/JEE%20Main%208%20Jan%202019%20shift%201%20d5cb817a52e74bb2bffbb04dc8eb9ddc.md",,"Oct 10, 2020 7:15 PM",Soutrik das,
Python.py,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Pandas%205e3b69e372144885a8c818faee9ad5da.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Pyautogui%209f29885a1744453c9fe5754674a2a12b.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Think%20Stats%20e488afe492224725ae4c64c54a2b052e.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Manim%20e49ac2055a8c4848abe8f82b499c3f32.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Matplotlib%203b87d785ac084fa8b00de436bb24b41d.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Basics%20of%20Virtual%20Environment%20Python%205599e2d0d92f4edc8ee9ce4194abfed6.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Numerical%20Methods%20in%20Engineering%20With%20Python%20by%20Ja%20b57be2e2e3374e74b6683a474e98005e.md",Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Programming%20Language%20670bb2364416452e9e1bd7e21dd306de.md,"Oct 18, 2020 7:54 AM",Soutrik das,
Programming Language,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/JavaScript%20(js)%205d333253d0494518836c9919601069d3.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Python%20py%2037f8f5b26a314016a6c73e8e8340af98.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/C++%20af78ebe91d7e4bd78a6245cc8bc0e666.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Dart%202e56fd29eb544436909a39573c4977b0.md",,"Oct 10, 2020 7:16 PM",Soutrik das,
Books,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Thomas%20Calculus%20d18ebe938b2443e9811a1fafabd3e113.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Cengage%20BM%20Sharma%209c189c7938ba426db954efeea20531ef.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/David%20M%20Klein%20Organic%20Chemistry%20Doubts%20e71957bc1ec1496bb5d137ab25538e7e.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Numerical%20Methods%20in%20Engineering%20With%20Python%20by%20Ja%20b57be2e2e3374e74b6683a474e98005e.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Think%20Stats%20e488afe492224725ae4c64c54a2b052e.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Antti%20Larson%20-%20Guide%20to%20Competitive%20Programming%20C+%20c2e24064f07a426291ab856eb41c3e45.md",,"Oct 10, 2020 7:16 PM",Soutrik das,
ECE  Electronics and Communication Engineering  IIT G,,,,"Oct 10, 2020 10:16 PM",Soutrik das,
JEE Main 8 Jan 2019 shift 1,,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Question%20Papers%20e41e44befa374fa5bb921baeb9700a13.md,"Oct 11, 2020 8:17 AM",Soutrik das,
Functions,,,,"Oct 14, 2020 12:15 PM",Soutrik das,
Competitive Programming Problems,,,,"Oct 12, 2020 7:43 AM",Soutrik das,
"Antti Larson - Guide to Competitive Programming C++ ","book, cs",Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Grokking%20Algorithm%20-%20Aditya%20Bhargava%20755f6e92ceb240ec99d0139e91d9682f.md,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/C++%20af78ebe91d7e4bd78a6245cc8bc0e666.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Algorithm%209cd60dea97f742dba4e01aa71877da77.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Books%20c09fa9d40bfa499ba9545c5017dd2010.md","Nov 5, 2020 2:03 PM",Soutrik das,
JEE Problem DataBase,,,,"Oct 13, 2020 10:15 PM",Soutrik das,
GitHub,,,,"Nov 11, 2020 6:47 PM",Soutrik das,
Git,book,,,"Nov 2, 2020 10:04 PM",Soutrik das,
Flutter,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/DartDocs%207376bcaf70a24cde8fdb930422540720.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Flutter%20Animations%20f4af789333ff4005bb653a363180df9a.md","Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Libraries%20Frameworks%203ca2a70d57044c5f9f825e715002487c.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Dart%202e56fd29eb544436909a39573c4977b0.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Eric%20Windmill%20Flutter%20in%20Action%20Manning%20(Book)%20b546b6f7b9a24607b7b14f7651853244.md","Nov 7, 2020 9:59 PM",Soutrik das,
Libraries/Frameworks,,"Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Gatsby%20js%204075d121dc8c4efc8074cf5678a5048d.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/D3js%20aa2d4514f8604c95841b69e97442c2ea.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Pandas%205e3b69e372144885a8c818faee9ad5da.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Pyautogui%209f29885a1744453c9fe5754674a2a12b.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Matplotlib%203b87d785ac084fa8b00de436bb24b41d.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Flutter%2089e076858c9b4872bb9294c2e69fb0f8.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/adb%20be4ad89f7439440fa78684c8c58f7c54.md, Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/React%20js%20080aff2e6c5a4f8195d45f5676828df0.md",,"Oct 15, 2020 8:59 PM",Soutrik das,
Dart,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Flutter%2089e076858c9b4872bb9294c2e69fb0f8.md,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Programming%20Language%20670bb2364416452e9e1bd7e21dd306de.md,"Nov 7, 2020 9:19 AM",Soutrik das,
adb,,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Libraries%20Frameworks%203ca2a70d57044c5f9f825e715002487c.md,"Nov 5, 2020 9:39 PM",Soutrik das,
DartDocs,,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Flutter%2089e076858c9b4872bb9294c2e69fb0f8.md,"Nov 3, 2020 5:44 PM",Soutrik das,
Soft Skills (Page Tag),,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Touch%20typing%209d174287434249f7bcda0ea4aa17625e.md,,"Oct 18, 2020 9:04 PM",Soutrik das,
"Touch typing ",,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Soft%20Skills%20(Page%20Tag)%20df399e7d997f417d998fdcb53b0ec249.md,"Oct 18, 2020 9:04 PM",Soutrik das,
"Animations to Recreate ",,,,"Oct 18, 2020 9:18 PM",Soutrik das,
Stacked Package Flutter,,,,"Oct 19, 2020 7:21 PM",Soutrik das,
Flutter Animations,,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Flutter%2089e076858c9b4872bb9294c2e69fb0f8.md,"Nov 8, 2020 12:47 PM",Soutrik das,
But How Do It Work?,book,,,"Oct 31, 2020 9:29 AM",Soutrik das,
Eric Windmill Flutter in Action Manning (Book),,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Flutter%2089e076858c9b4872bb9294c2e69fb0f8.md,,"Nov 1, 2020 7:04 PM",Soutrik das,
Now-u App,,,,"Nov 3, 2020 6:34 AM",Soutrik das,
Rive Animation,,,,"Nov 5, 2020 8:21 AM",Soutrik das,
Grokking Algorithm - Aditya Bhargava,,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Antti%20Larson%20-%20Guide%20to%20Competitive%20Programming%20C+%20c2e24064f07a426291ab856eb41c3e45.md,"Nov 5, 2020 3:19 PM",Soutrik das,
"WebSockets ",,,,"Nov 8, 2020 7:42 PM",Soutrik das,
Clean Architecture Robert C Martin,book,,,"Nov 9, 2020 8:22 AM",Soutrik das,
"Rules Wiki Main Storage ",,,,"Nov 9, 2020 10:02 AM",Soutrik das,
" Automation of Notion Backup ",,,,"Nov 14, 2020 7:44 AM",Soutrik das,
Boiled Eggs,,,,"Nov 9, 2020 6:29 PM",Soutrik das,
"Willpower - Roy F. Baumester , John Tierny",book,,,"Nov 10, 2020 8:13 AM",Soutrik das,
"Carpentry ",,,,"Nov 10, 2020 9:26 AM",Soutrik das,
Https request,,,,"Nov 11, 2020 2:27 PM",Soutrik das,
How to ask a better question SO #blog,,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Blog%206c392a4da6b740a1af9ee606673e0c01.md,"Nov 12, 2020 10:46 AM",Soutrik das,
Blog,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/How%20to%20ask%20a%20better%20question%20SO%20#blog%209bff050424084f71a617afd7cec3cfe7.md,,"Nov 12, 2020 10:46 AM",Soutrik das,
"React.js ",,,Wiki%20Page%20Storage%207a886a301e234ae4a4c87925ce34f45c/Libraries%20Frameworks%203ca2a70d57044c5f9f825e715002487c.md,"Nov 13, 2020 7:10 PM",Soutrik das,
Network,chapter,,,"Nov 14, 2020 9:07 PM",Soutrik das,